ID,Langname - Vorname,Klasse,Beginndatum,Beginnzeit,Enddatum,Endzeit,Abwesenheitsgrund,Status
Schwein_Sibylle,Schwein - Sibylle,FIA 14,12.10.2023,13:30,12.10.2023,14:00,S,entsch.
Schwein_Sibylle,Schwein - Sibylle,FIA 14,13.11.2023,08:00,13.11.2023,09:05,P,entsch.
Schwein_Sibylle,Schwein - Sibylle,FIA 14,15.11.2023,08:00,15.11.2023,17:00,N,nicht entsch.
Schlange_Nico,Schlange - Nico,FIA 14,31.08.2023,08:00,31.08.2023,18:30,K,entsch.
Schlange_Nico,Schlange - Nico,FIA 14,13.09.2023,09:45,13.09.2023,17:00,N,nicht entsch.
Schlange_Nico,Schlange - Nico,FIA 14,14.09.2023,08:00,14.09.2023,08:05,V,nicht entsch.
Schlange_Nico,Schlange - Nico,FIA 14,28.09.2023,08:00,29.09.2023,17:00,A,entsch.
Schlange_Nico,Schlange - Nico,FIA 14,04.10.2023,08:00,04.10.2023,17:00,K,entsch.
Schlange_Nico,Schlange - Nico,FIA 14,05.10.2023,08:00,10.10.2023,17:00,A,entsch.
Schlange_Nico,Schlange - Nico,FIA 14,18.10.2023,08:00,18.10.2023,17:00,A,entsch.
Schlange_Nico,Schlange - Nico,FIA 14,19.10.2023,08:00,20.10.2023,17:00,A,entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,29.08.2023,09:45,29.08.2023,13:30,P,entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,04.09.2023,08:00,04.09.2023,18:30,K,entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,06.09.2023,08:00,06.09.2023,18:30,K,entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,11.09.2023,08:00,11.09.2023,17:00,K,entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,13.09.2023,08:00,13.09.2023,17:00,K,entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,14.09.2023,08:00,14.09.2023,17:00,A,entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,18.09.2023,08:00,18.09.2023,11:15,N,nicht entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,19.09.2023,08:00,19.09.2023,17:00,P,entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,26.09.2023,09:45,26.09.2023,17:00,N,nicht entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,29.09.2023,13:05,29.09.2023,15:00,K,entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,05.10.2023,09:45,05.10.2023,17:00,K,entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,09.10.2023,08:00,09.10.2023,17:00,A,entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,12.10.2023,08:00,12.10.2023,09:30,N,nicht entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,12.10.2023,13:30,12.10.2023,15:00,K,entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,16.10.2023,08:00,16.10.2023,17:00,A,entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,19.10.2023,08:00,19.10.2023,08:10,V,nicht entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,20.10.2023,08:00,20.10.2023,17:00,K,entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,06.11.2023,08:00,06.11.2023,17:00,N,nicht entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,07.11.2023,09:45,07.11.2023,17:00,K,entsch.
tapir_ludwig,Tapir - Ludwig,FIA 14,15.11.2023,08:00,15.11.2023,17:00,N,nicht entsch.
schildkroete_ahmad,Schildkröte - Ahmad,FIA 14,04.09.2023,08:00,04.09.2023,08:20,V,nicht entsch.
schildkroete_ahmad,Schildkröte - Ahmad,FIA 14,06.09.2023,13:30,06.09.2023,17:00,N,nicht entsch.
schildkroete_ahmad,Schildkröte - Ahmad,FIA 14,07.09.2023,08:00,07.09.2023,08:04,V,nicht entsch.
schildkroete_ahmad,Schildkröte - Ahmad,FIA 14,19.09.2023,08:00,19.09.2023,08:04,V,nicht entsch.
schildkroete_ahmad,Schildkröte - Ahmad,FIA 14,25.09.2023,08:00,25.09.2023,08:09,V,nicht entsch.
schildkroete_ahmad,Schildkröte - Ahmad,FIA 14,27.09.2023,08:00,27.09.2023,08:05,V,nicht entsch.
schildkroete_ahmad,Schildkröte - Ahmad,FIA 14,28.09.2023,08:00,28.09.2023,08:09,V,nicht entsch.
schildkroete_ahmad,Schildkröte - Ahmad,FIA 14,29.09.2023,08:00,29.09.2023,08:14,V,nicht entsch.
schildkroete_ahmad,Schildkröte - Ahmad,FIA 14,04.10.2023,08:00,04.10.2023,17:00,K,entsch.
schildkroete_ahmad,Schildkröte - Ahmad,FIA 14,05.10.2023,08:00,05.10.2023,17:00,K,entsch.
schildkroete_ahmad,Schildkröte - Ahmad,FIA 14,09.10.2023,08:00,09.10.2023,11:15,N,nicht entsch.
schildkroete_ahmad,Schildkröte - Ahmad,FIA 14,11.10.2023,09:45,11.10.2023,10:01,V,nicht entsch.
schildkroete_ahmad,Schildkröte - Ahmad,FIA 14,19.10.2023,08:00,19.10.2023,08:03,V,nicht entsch.
schildkroete_ahmad,Schildkröte - Ahmad,FIA 14,07.11.2023,09:45,07.11.2023,10:00,V,nicht entsch.
Pferd_philip,Pferd - Philip,FIA 14,29.08.2023,09:45,29.08.2023,17:00,P,entsch.
Pferd_philip,Pferd - Philip,FIA 14,31.08.2023,08:00,01.09.2023,18:30,A,entsch.
Pferd_philip,Pferd - Philip,FIA 14,11.09.2023,08:00,13.09.2023,18:30,A,entsch.
Pferd_philip,Pferd - Philip,FIA 14,14.09.2023,08:00,14.09.2023,17:00,N,nicht entsch.
Pferd_philip,Pferd - Philip,FIA 14,15.09.2023,08:00,15.09.2023,17:00,N,nicht entsch.
Pferd_philip,Pferd - Philip,FIA 14,18.09.2023,08:00,18.09.2023,17:00,N,nicht entsch.
Pferd_philip,Pferd - Philip,FIA 14,21.09.2023,08:00,21.09.2023,09:30,N,nicht entsch.
Pferd_philip,Pferd - Philip,FIA 14,25.09.2023,08:00,27.09.2023,17:00,A,entsch.
Pferd_philip,Pferd - Philip,FIA 14,28.09.2023,08:00,29.09.2023,17:00,A,entsch.
Pferd_philip,Pferd - Philip,FIA 14,13.11.2023,08:00,13.11.2023,17:00,K,entsch.
Pferd_philip,Pferd - Philip,FIA 14,14.11.2023,08:00,14.11.2023,17:00,N,nicht entsch.
baer_adrian,Bär - Adrian,FIA 14,18.09.2023,08:00,19.09.2023,17:00,K,entsch.
